id,username,created_at,lng,lat,text
1517274543504564224,daveed_1931,Thu Apr 21 22:50:15 +0000 2022,-117.7823605,33.689732,@ChrisG_1931 Happy anniversary bro! 🎉
1517274586596974593,thadisp,Thu Apr 21 22:50:25 +0000 2022,-100.0768885,31.1688935,Go up there and Ball Out!!! We’ll compare war stories after Christmas
1517274650430091265,oktakemypic,Thu Apr 21 22:50:40 +0000 2022,-77.017853,39.008349499999994,Every day I look at my life and ik so happy I didn't grow up fast and was in my nerdy box.
1517274752452370442,Richardtoolbox,Thu Apr 21 22:51:05 +0000 2022,-77.60468399999999,41.1179365,@heartsabustin Happy Birthday Malcolm🤣
1517274765219840001,SunnymereWoo,Thu Apr 21 22:51:08 +0000 2022,-100.0768885,31.1688935,@jlossnake @JLo @Jlopxzz Happy birthday 🎈🎉🎉🎉
1517274815178100740,LauraRudy4,Thu Apr 21 22:51:20 +0000 2022,-79.861034,35.1704985,@iamrodneysmith So happy for you Aj! Wish you much love and a beautiful life. ❤️
1517274840847327234,AmyJone37732264,Thu Apr 21 22:51:26 +0000 2022,-84.53981250000001,39.137038000000004,Happy heavenly 69th birthday to my dad! We love and miss you so much! https://t.co/V0h5wyJf2Z
1517274854155763712,RollsRizzy,Thu Apr 21 22:51:29 +0000 2022,-77.35736499999999,37.6233055,Thanks bro!!
1517274882928689154,DebAnnPod,Thu Apr 21 22:51:36 +0000 2022,-2.1530009999999997,53.60938,#ToriesOut
1517274887068475395,audreevillar1,Thu Apr 21 22:51:37 +0000 2022,45.113681,23.523077999999998,Be happy Its one way of being wise.🦋:HA45: https://t.co/GgquXfkucj
1517274891996778496,piotr408,Thu Apr 21 22:51:38 +0000 2022,19.134777,51.9187255,@NguyenM66920708 Happy Weekend💋😍💋💗😍💋 https://t.co/OsAJUefBj1
1517274930437836800,WasshoiTake,Thu Apr 21 22:51:47 +0000 2022,130.97350799999998,34.142483,@HeidiKatrinaa Happy birthday beauty lady㊗️
1517274935001075712,trellio_17,Thu Apr 21 22:51:48 +0000 2022,-90.253346,30.0093515,@beaslley7 @KaayFenty Happy Birthday 🥳🎊🎉
1517274936473112576,thiefers,Thu Apr 21 22:51:49 +0000 2022,-122.4269055,47.0895845,@BJStoner2 @DeadlineWH @VinGuptaMD @NicolleDWallace Exactly. But she's tRump-appointed and was probably happy to ru… https://t.co/Ht4r9MKq1W
1517274958027706369,RollsRizzy,Thu Apr 21 22:51:54 +0000 2022,-77.35736499999999,37.6233055,Thank you!
1517274974918254594,Tcorreia,Thu Apr 21 22:51:58 +0000 2022,-74.847891,40.070617999999996,@WXPNDanReed @wxpnfm #HighInTheSeventies. Happy Birthday @IggyPop You brought in full force https://t.co/Ai2q0kgawC
1517275027267280896,DemonessValery,Thu Apr 21 22:52:10 +0000 2022,17.455341,51.3774625,"@LioOneMorePixel OH MY GOD, SHE IS REAL *happy crying* https://t.co/dNk0wOp5KK"
1517275049023135749,StevenGreek1,Thu Apr 21 22:52:15 +0000 2022,-96.665325,32.536936,So happy for our student athletes competing today!  Very thankful for our coaches - pouring their knowledge into th… https://t.co/yGQPs0WKHq
1517275080044253184,arvmv_,Thu Apr 21 22:52:23 +0000 2022,49.575753,25.39898,I’m feel happy today
1517275095152140288,FreddieMHungary,Thu Apr 21 22:52:26 +0000 2022,19.129828,47.4812305,😍Ahh my SEXY❤️❤️‍🔥❤️🥰 Thank you so much dear♥️😘♥️😘🤗
1517275094577524742,misao555,Thu Apr 21 22:52:26 +0000 2022,139.6060465,35.423801,おはようございます🌞⁡⁡睡眠不足解消しましたが、二日酔いで頭が回らない朝ですwww昨日久々に沢山飲みました🍻⁡今日終われば明日休みなので頑張ってきます٩(ˊᗜˋ*)و⁡⁡⁡⁡今日もみなさんにHappyが届きますように🌈⁡… https://t.co/8fqSh7Dxaa
1517275103289040896,_Stiink,Thu Apr 21 22:52:28 +0000 2022,-90.253841,38.7988455,Thank you!! 🖤🖤🥰🥰🥰
1517275128815566849,EEpenesa,Thu Apr 21 22:52:34 +0000 2022,-89.906309,38.6059635,Super EXCITED for my niece @leisuhh Love you sweetie welcome to the BIG10 Now Let’s go to work💪 Much alofas🙏❤️
1517275134998028291,Write_the_Write,Thu Apr 21 22:52:36 +0000 2022,-3.927119,50.997507,@somethingamyss @sazmoyse @GraveInformer @AthenaNike4 @acasorguk I was thinking it would suit this particular perso… https://t.co/QjrZi4I4Ol
1517275155013144576,NoraGerez8,Thu Apr 21 22:52:41 +0000 2022,-63.448642500000005,-28.065447499999998,Happy Birthday Pearl 🤍🎉🎂🥳Happy 1st year to you I love you 💞@nickcarter @Lauren_Kitt https://t.co/25sopCLymV
1517275162047041536,nurryy_,Thu Apr 21 22:52:42 +0000 2022,32.744717,39.9676005,#HAPPYBIRTHDAY #happy #to #me #HappyEaster2022 https://t.co/GPrAsxZpG9
1517275163875753986,DenetricMalope,Thu Apr 21 22:52:43 +0000 2022,2.347003,48.8588335,❤️ I love you so much .
1517275171664457728,ayumi_kogure,Thu Apr 21 22:52:45 +0000 2022,139.5822895,35.389831,@NASCAR @TALLADEGA Can't wait happy race dayFrom Japan ❤️🔥😆
1517275193634349056,Berenic17888976,Thu Apr 21 22:52:50 +0000 2022,-99.2115105,19.4299345,Feniou feliz cumpleaños 🎉🎂🎂 hermoso kaiba loves https://t.co/W7UYnVADsM
1517275242259169280,Prokopio,Thu Apr 21 22:53:02 +0000 2022,121.03321199999999,14.5464995,Did not get my hands dirty but it still felt like I just “planted” a tree. 😅 To the person who will ‘actually’ plan… https://t.co/ARUo88wzu2
1517275255911305216,mtbngnilalang,Thu Apr 21 22:53:05 +0000 2022,121.169273,14.538013,happy friyey morning 😀
1517275269853171713,pradiggitydog,Thu Apr 21 22:53:08 +0000 2022,-117.0226945,38.502147,@sarahkinz_ Happy belated birthday!!! 🥳
