id,username,created_at,lng,lat,text
1516521078734082062,Laighe,Tue Apr 19 20:56:15 +0000 2022,-97.28591349999999,32.7799665,"@TimCurryNews From one stranger to another, happy birthday.🎂 https://t.co/cQPW5rTHmu"
1516521172023844879,cosaque88,Tue Apr 19 20:56:37 +0000 2022,2.1412275000000003,41.392657,"Happy hour для всех, кроме хуйла https://t.co/fcF7WkV3eg"
1516521184413642753,SpringsRio,Tue Apr 19 20:56:40 +0000 2022,-111.931711,34.1682535,"Mother's Day is right around the corner! So, Happy Mother's Day to all those moms out there! Let’s pamper our Mom o… https://t.co/u8fUGFUu0v"
1516521194551447558,yelichfans,Tue Apr 19 20:56:43 +0000 2022,-87.883405,42.589265499999996,@CyBurnes Happy birthday!
1516521221042716678,mediamannetje,Tue Apr 19 20:56:49 +0000 2022,4.5983789999999996,51.870857,@wespenvriend
1516521224104517638,OraKgosieng,Tue Apr 19 20:56:50 +0000 2022,27.9574575,-26.0197195,This team should teach mjolo how to make me happy because it keeps making me happy tog #YNWA #LIVMNU #LIVMAN… https://t.co/GoqYh9ApfE
1516521281407098895,DanielTrainers,Tue Apr 19 20:57:03 +0000 2022,-1.2074825,53.9318445,"Happy, but could of been happier 🤑 https://t.co/w4J8UDe0wg"
1516521282128556041,simaba2020,Tue Apr 19 20:57:03 +0000 2022,32.56916,0.2892675,Good night to the United Fans. #Liverpool #LIVMUN . What a game ? What a happy night. https://t.co/S7jwfg8O67
1516521308732887041,ThatsLudaChriss,Tue Apr 19 20:57:10 +0000 2022,-117.5621525,34.12167,I’ve been a little too happy today let me tone it down before my car betrays me
1516521320644681729,MiguelMvrtinez,Tue Apr 19 20:57:13 +0000 2022,-117.860378,34.033142,happy birthday to gen from the bay bitch 🔥🔥 @genesisss_2 https://t.co/mOb7FRcKZC
1516521358460690435,EmanuelHead57,Tue Apr 19 20:57:22 +0000 2022,-97.552161,35.4828435,Happy Tuesday. Wednesday is just a few hours away. https://t.co/2XAkRdbbxP
1516521378169733123,azzkikr1887,Tue Apr 19 20:57:26 +0000 2022,10.099548,52.988133000000005,"Happy Birthday, Legend! #HereWeGo"
1516521385883062278,BnoiitC,Tue Apr 19 20:57:28 +0000 2022,2.347003,48.8588335,As a @Streetlab_io advisor I am witness of the efforts their founders are putting to catalyze the #StreetArtNFT mov… https://t.co/y2s5FHA0x5
1516521433664479237,CoachP2827,Tue Apr 19 20:57:40 +0000 2022,-96.839573,32.405584000000005,Happy birthday Doc!!!
1516521462705836049,Lanark_Village,Tue Apr 19 20:57:46 +0000 2022,-80.4764035,43.43024,We’re happy to welcome Kathryn to our family at Lanark Village. She will be joining us as a receptionist at the fro… https://t.co/8CwHicdrby
